,location,total_sqft,bath,price,bhk
2710,HBR Layout,675.0,3.0,59.0,4
2711,HBR Layout,2800.0,2.0,200.0,3
2712,HBR Layout,1722.0,3.0,95.0,3
2713,HBR Layout,1200.0,4.0,120.0,4
2714,HBR Layout,1200.0,2.0,60.0,2
2715,HBR Layout,1004.0,2.0,49.0,2
2716,HBR Layout,1783.0,3.0,125.0,3
2717,HBR Layout,1656.0,3.0,90.0,3
2718,HBR Layout,1089.0,2.0,60.0,2
2719,HBR Layout,2400.0,5.0,320.0,4
2720,HBR Layout,1700.0,3.0,110.0,3
2721,HBR Layout,1198.0,2.0,65.0,2
2722,HBR Layout,1200.0,4.0,115.0,4
2723,HBR Layout,1800.0,2.0,230.0,3
2724,HBR Layout,1200.0,2.0,120.0,2
2725,HBR Layout,1832.0,3.0,160.0,3
2726,HRBR Layout,2000.0,4.0,300.0,4
2727,HRBR Layout,1374.0,2.0,95.0,2
2728,HRBR Layout,1440.0,2.0,98.0,2
2730,HRBR Layout,2800.0,3.0,250.0,3
2731,HRBR Layout,1210.0,2.0,75.0,2
2732,HRBR Layout,1200.0,2.0,170.0,4
2733,HRBR Layout,1265.0,2.0,78.0,2
2734,HRBR Layout,1200.0,3.0,180.0,4
2735,HRBR Layout,1170.0,2.0,75.0,2
2737,HRBR Layout,1900.0,3.0,90.0,4
2738,HRBR Layout,1625.0,3.0,120.0,3
2739,HRBR Layout,1301.0,2.0,120.0,2
2740,HRBR Layout,1145.0,2.0,68.5,2
2741,HRBR Layout,1300.0,2.0,90.0,2
2743,HSR Layout,1372.0,2.0,68.0,2
2745,HSR Layout,1475.0,3.0,75.0,3
2746,HSR Layout,1467.0,2.0,55.0,2
2747,HSR Layout,1140.0,2.0,46.0,2
2748,HSR Layout,1372.0,2.0,61.0,2
2749,HSR Layout,1750.0,3.0,95.0,3
2751,HSR Layout,1027.0,2.0,44.0,2
2752,HSR Layout,1650.0,3.0,110.0,3
2753,HSR Layout,1140.0,2.0,46.0,2
2754,HSR Layout,1372.0,2.0,61.0,2
2755,HSR Layout,1140.0,2.0,46.0,2
2756,HSR Layout,1185.0,2.0,60.0,2
2757,HSR Layout,1127.0,2.0,68.0,2
2758,HSR Layout,1600.0,2.0,115.0,3
2759,HSR Layout,1145.0,2.0,48.0,2
2760,HSR Layout,1009.0,2.0,56.0,2
2761,HSR Layout,2792.0,4.0,220.0,4
2762,HSR Layout,1300.0,2.0,98.0,2
2764,HSR Layout,1140.0,2.0,46.0,2
2765,HSR Layout,1126.0,2.0,69.0,2
2767,HSR Layout,1140.0,2.0,46.0,2
2768,HSR Layout,1145.0,2.0,46.0,2
2769,HSR Layout,1142.0,2.0,65.0,2
2770,HSR Layout,3500.0,5.0,350.0,5
2771,HSR Layout,1145.0,2.0,46.0,2
2772,HSR Layout,2020.0,3.0,160.0,3
2773,HSR Layout,1844.0,3.0,95.0,3
2774,HSR Layout,2500.0,4.0,300.0,4
2775,HSR Layout,1203.0,2.0,72.0,2
2776,HSR Layout,1140.0,2.0,46.0,2
2777,HSR Layout,4200.0,5.0,245.0,5
2778,HSR Layout,1140.0,2.0,46.0,2
2779,HSR Layout,1145.0,2.0,46.0,2
2780,HSR Layout,1009.0,2.0,56.0,2
2781,HSR Layout,1145.0,2.0,46.0,2
2782,HSR Layout,1100.0,2.0,44.0,2
2783,HSR Layout,1203.0,2.0,60.0,2
2784,HSR Layout,1590.0,2.0,135.0,3
2785,HSR Layout,1120.0,2.0,70.0,2
2786,HSR Layout,1140.0,2.0,46.0,2
2787,HSR Layout,1289.0,2.0,70.0,2
2788,HSR Layout,1844.0,3.0,89.0,3
2789,HSR Layout,1203.0,2.0,60.0,2
2790,HSR Layout,1140.0,2.0,46.0,2
2791,Haralur Road,1240.0,2.0,70.0,2
2792,Haralur Road,1027.0,2.0,44.0,2
2794,Haralur Road,2650.0,4.0,198.0,4
2796,Haralur Road,1194.0,2.0,47.0,2
2797,Haralur Road,3385.0,5.0,260.0,4
2798,Haralur Road,1202.0,2.0,53.0,2
2799,Haralur Road,1056.0,2.0,61.0,2
2801,Haralur Road,1810.0,3.0,100.0,3
2802,Haralur Road,1194.0,2.0,46.0,2
2804,Haralur Road,1225.0,2.0,67.38,2
2805,Haralur Road,1243.0,2.0,46.0,2
2806,Haralur Road,1027.0,2.0,44.0,2
2807,Haralur Road,1920.0,3.0,115.0,3
2808,Haralur Road,1875.0,3.0,110.0,3
2809,Haralur Road,1194.0,2.0,47.0,2
2810,Haralur Road,1140.0,2.0,43.0,2
2811,Haralur Road,1027.0,2.0,44.0,2
2812,Haralur Road,1194.0,2.0,46.0,2
2813,Haralur Road,2017.0,3.0,125.0,3
2814,Haralur Road,1140.0,2.0,43.0,2
2815,Haralur Road,1875.0,3.0,110.0,3
2816,Haralur Road,1092.0,2.0,44.0,2
2817,Haralur Road,2475.0,4.0,130.0,3
2818,Haralur Road,1300.0,2.0,73.0,2
2819,Haralur Road,1194.0,2.0,47.0,2
2820,Haralur Road,1243.0,2.0,46.0,2
2821,Haralur Road,1850.0,3.0,110.0,3
2822,Haralur Road,1225.0,2.0,67.38,2
2823,Haralur Road,1243.0,2.0,46.0,2
2824,Haralur Road,3400.0,5.0,240.0,4
2825,Haralur Road,1464.0,2.0,56.0,2
2826,Haralur Road,1230.0,2.0,78.0,2
2827,Haralur Road,1000.0,2.0,44.0,2
2829,Haralur Road,1300.0,2.0,79.0,2
2830,Haralur Road,1444.0,2.0,80.0,3
2831,Haralur Road,1088.0,2.0,68.0,2
2832,Haralur Road,1027.0,2.0,44.0,2
2834,Haralur Road,1225.0,2.0,70.0,2
2836,Haralur Road,1194.0,2.0,46.0,2
2837,Haralur Road,1000.0,2.0,78.0,2
2838,Haralur Road,1830.0,3.0,101.0,3
2839,Haralur Road,1810.0,3.0,126.0,3
2840,Haralur Road,1464.0,2.0,56.0,2
2841,Haralur Road,1520.0,2.0,96.0,3
2842,Haralur Road,1300.0,2.0,75.0,2
2843,Haralur Road,2017.0,2.0,125.0,3
2844,Haralur Road,1243.0,2.0,46.0,2
2845,Haralur Road,1027.0,2.0,44.0,2
2846,Haralur Road,2805.0,5.0,160.0,4
2847,Haralur Road,1243.0,2.0,46.0,2
2848,Haralur Road,1027.0,2.0,44.0,2
2849,Haralur Road,2017.0,3.0,105.0,3
2850,Haralur Road,1243.0,2.0,46.0,2
2851,Haralur Road,1243.0,2.0,46.0,2
2852,Haralur Road,1520.0,2.0,90.0,3
2853,Haralur Road,1300.0,2.0,60.0,2
2854,Haralur Road,1985.0,3.0,130.0,3
2855,Haralur Road,1255.0,2.0,90.0,3
2856,Haralur Road,1056.0,2.0,60.0,2
2857,Haralur Road,1140.0,2.0,42.0,2
2858,Haralur Road,1245.0,2.0,62.0,2
2859,Haralur Road,1140.0,2.0,58.0,2
2860,Haralur Road,1140.0,2.0,42.0,2
2861,Haralur Road,1027.0,2.0,43.0,2
2862,Haralur Road,1194.0,2.0,47.0,2
2863,Haralur Road,1194.0,2.0,47.0,2
2864,Haralur Road,1560.0,3.0,90.0,3
2865,Haralur Road,1520.0,2.0,85.0,3
2866,Haralur Road,1243.0,2.0,45.0,2
2867,Haralur Road,1027.0,2.0,44.0,2
2868,Haralur Road,1194.0,2.0,46.0,2
2869,Haralur Road,1650.0,3.0,100.0,3
2870,Haralur Road,1580.0,3.0,73.0,3
2871,Haralur Road,1243.0,2.0,46.0,2
2872,Haralur Road,1194.0,2.0,47.0,2
2874,Haralur Road,1520.0,2.0,96.0,3
2875,Haralur Road,1510.0,3.0,83.05,3
2876,Haralur Road,1056.0,2.0,65.0,2
2877,Haralur Road,1810.0,3.0,100.0,3
2878,Haralur Road,1243.0,2.0,46.0,2
2879,Haralur Road,575.0,1.0,38.0,1
2880,Haralur Road,1194.0,2.0,46.0,2
2881,Haralur Road,1243.0,2.0,46.0,2
2882,Haralur Road,1194.0,2.0,46.0,2
2883,Haralur Road,1140.0,2.0,43.0,2
2884,Haralur Road,1850.0,3.0,120.0,3
2885,Haralur Road,1194.0,2.0,47.0,2
2886,Haralur Road,1194.0,2.0,47.0,2
2888,Haralur Road,1243.0,2.0,46.0,2
2889,Haralur Road,1710.0,3.0,85.0,3
2890,Haralur Road,1730.0,3.0,95.0,3
2891,Haralur Road,1243.0,2.0,46.0,2
2892,Haralur Road,1243.0,2.0,46.0,2
2893,Haralur Road,1243.0,2.0,46.0,2
2894,Haralur Road,1817.0,3.0,110.0,3
2895,Haralur Road,1225.0,2.0,77.0,2
2896,Haralur Road,1285.0,2.0,78.0,2
2897,Haralur Road,1225.0,2.0,67.48,2
2898,Haralur Road,1225.0,2.0,69.84,2
2899,Haralur Road,1200.0,2.0,46.0,2
2900,Haralur Road,1315.0,2.0,85.0,2
2901,Haralur Road,1976.0,3.0,92.0,3
2902,Haralur Road,1300.0,2.0,75.0,2
2903,Haralur Road,1309.0,2.0,82.0,2
2904,Haralur Road,1027.0,1.0,44.0,2
2905,Haralur Road,1243.0,2.0,46.0,2
2906,Haralur Road,1243.0,2.0,46.0,2
2907,Haralur Road,1140.0,2.0,43.0,2
2908,Haralur Road,1300.0,2.0,75.0,2
2909,Haralur Road,1243.0,2.0,46.0,2
2911,Haralur Road,1230.0,2.0,67.65,2
2912,Haralur Road,1194.0,2.0,46.0,2
2913,Haralur Road,1092.0,2.0,44.0,2
2915,Haralur Road,1255.0,3.0,90.0,3
2916,Haralur Road,1735.0,3.0,97.0,3
2917,Haralur Road,1810.0,3.0,97.83,3
2918,Haralur Road,1200.0,2.0,46.0,2
2919,Haralur Road,1243.0,2.0,46.0,2
2920,Haralur Road,1810.0,3.0,112.0,3
2921,Harlur,1508.0,2.0,77.0,2
2922,Harlur,1752.12,3.0,135.0,3
2925,Harlur,1709.0,3.0,150.0,3
2926,Harlur,1174.0,2.0,69.0,2
2927,Harlur,1033.0,2.0,49.0,2
2928,Harlur,1197.0,2.0,84.0,2
2929,Harlur,1757.0,3.0,132.0,3
2930,Harlur,1174.0,2.0,76.0,2
2931,Harlur,1754.0,3.0,125.0,3
2932,Harlur,1290.0,2.0,85.0,2
2933,Harlur,1752.12,3.0,116.0,3
2934,Harlur,1754.0,3.0,135.0,3
2935,Harlur,1754.0,3.0,124.0,3
2936,Harlur,1152.0,2.0,69.0,2
2937,Harlur,1290.0,2.0,87.0,2
2938,Harlur,1749.0,3.0,115.0,3
2939,Harlur,3385.0,4.0,260.0,4
2940,Harlur,2240.0,5.0,155.0,3
2941,Harlur,1758.0,3.0,133.0,3
2943,Harlur,1197.0,2.0,79.0,2
2944,Harlur,1174.0,2.0,78.0,2
2947,Harlur,1200.0,2.0,52.0,2
2948,Harlur,1197.0,2.0,79.0,2
2949,Harlur,1749.0,3.0,112.0,3
2950,Harlur,1174.0,2.0,75.0,2
2951,Harlur,1750.0,3.0,136.0,3
2952,Harlur,1620.0,3.0,110.0,3
2955,Harlur,1762.0,3.0,133.0,3
2956,Harlur,1756.0,3.0,131.0,3
2957,Harlur,1755.0,3.0,130.0,3
2958,Harlur,1864.0,3.0,140.0,3
2959,Harlur,1331.0,2.0,88.0,2
2960,Harlur,1752.12,3.0,133.0,3
2961,Harlur,1133.0,2.0,55.0,2
2962,Harlur,1756.0,3.0,128.0,3
2963,Harlur,1749.0,3.0,120.0,3
2964,Harlur,1197.0,2.0,82.0,2
2965,Harlur,1303.0,2.0,90.0,2
2966,Harlur,1754.0,3.0,132.0,3
2967,Harlur,1174.0,2.0,75.0,2
2968,Harlur,1756.0,3.0,134.0,3
2969,Harlur,1197.0,2.0,78.0,2
2970,Harlur,1290.0,2.0,89.9,2
2971,Harlur,1386.0,2.0,85.0,2
2972,Harlur,1174.0,2.0,74.0,2
2973,Harlur,1174.0,2.0,78.0,2
2975,Harlur,1755.0,3.0,115.0,3
2977,Harlur,2569.0,4.0,175.0,4
2979,Harlur,1197.0,2.0,77.0,2
2980,Harlur,1752.12,3.0,125.0,3
2981,Harlur,2569.0,5.0,180.0,4
2982,Harlur,1225.0,2.0,56.0,2
2983,Harlur,1197.0,2.0,76.0,2
2985,Harlur,1197.0,2.0,75.0,2
2986,Harlur,1755.0,3.0,117.0,3
2987,Harlur,1197.0,2.0,79.9,2
2988,Harlur,936.0,2.0,45.0,2
2989,Harlur,2990.0,4.0,225.0,4
2990,Harlur,1370.0,2.0,88.0,2
2991,Harlur,1335.0,2.0,72.76,2
2992,Hebbal,1760.0,2.0,123.0,3
2993,Hebbal,5611.5,4.0,477.0,4
2995,Hebbal,1349.0,2.0,98.2,2
2996,Hebbal,2483.0,5.0,212.0,4
2997,Hebbal,1760.0,2.0,130.0,3
2998,Hebbal,3450.0,5.0,260.0,3
2999,Hebbal,1920.0,3.0,134.0,3
3000,Hebbal,1500.0,3.0,150.0,3
3001,Hebbal,1337.0,2.0,82.0,2
3002,Hebbal,1349.0,2.0,98.0,2
3003,Hebbal,2470.0,5.0,247.0,4
3004,Hebbal,1036.0,2.0,50.0,2
3007,Hebbal,1790.0,3.0,127.0,3
3008,Hebbal,687.325,2.0,42.72,2
3010,Hebbal,1985.0,4.0,189.0,3
3011,Hebbal,2483.0,5.0,215.0,4
3012,Hebbal,1080.0,2.0,54.0,2
3013,Hebbal,812.0,2.0,55.0,2
3015,Hebbal,1075.0,2.0,52.0,2
3016,Hebbal,3067.0,4.0,230.0,4
3017,Hebbal,2526.0,2.0,250.0,3
3018,Hebbal,3067.0,4.0,230.0,4
3020,Hebbal,823.0,2.0,50.63,2
3021,Hebbal,1420.0,2.0,123.0,2
3023,Hebbal,1420.0,2.0,99.39,2
3024,Hebbal,4235.0,4.0,365.0,4
3025,Hebbal,1700.0,3.0,124.0,3
3026,Hebbal,3960.0,5.0,386.0,4
3028,Hebbal,1420.0,2.0,99.39,2
3030,Hebbal,1440.0,2.0,115.0,2
3031,Hebbal,1100.0,2.0,54.0,2
3033,Hebbal,2400.0,4.0,180.0,3
3035,Hebbal,1420.0,2.0,107.0,2
3036,Hebbal,1320.0,2.0,92.0,2
3037,Hebbal,919.0,2.0,49.0,2
3038,Hebbal,1645.0,3.0,135.0,3
3039,Hebbal,2080.0,3.0,175.0,3
3041,Hebbal,2483.0,5.0,230.0,4
3042,Hebbal,2600.0,3.0,195.0,3
3043,Hebbal,1645.0,3.0,117.0,3
3044,Hebbal,1251.0,2.0,88.73,2
3045,Hebbal,1645.0,3.0,121.0,3
3046,Hebbal,1760.0,3.0,123.0,3
3048,Hebbal,3960.0,5.0,386.0,4
3049,Hebbal,1645.0,3.0,120.0,3
3050,Hebbal,1255.0,2.0,90.0,3
3051,Hebbal,1645.0,3.0,117.0,3
3054,Hebbal,1636.0,3.0,119.0,3
3055,Hebbal,2661.0,2.0,226.5,3
3056,Hebbal,1255.0,2.0,95.0,3
3059,Hebbal,1255.0,2.0,95.0,3
3060,Hebbal,1088.0,2.0,61.45,2
3061,Hebbal,1349.0,2.0,97.8,2
3063,Hebbal,1344.0,2.0,108.0,2
3064,Hebbal,1255.0,2.0,90.0,3
3066,Hebbal,1138.0,2.0,110.0,2
3067,Hebbal,2790.0,5.0,204.0,4
3068,Hebbal,1088.0,2.0,62.0,2
3069,Hebbal,1987.0,4.0,165.0,3
3071,Hebbal,1299.0,2.0,100.0,2
3072,Hebbal,1200.0,2.0,60.0,2
3073,Hebbal,1645.0,3.0,117.0,3
3074,Hebbal,1390.0,2.0,95.0,2
3075,Hebbal,1333.0,2.0,100.0,2
3077,Hebbal,2650.0,4.0,199.0,3
3078,Hebbal,1800.0,3.0,140.0,3
3080,Hebbal,2470.0,4.0,203.0,4
3081,Hebbal,1255.0,2.0,95.0,3
3082,Hebbal,1333.0,2.0,104.0,2
3083,Hebbal,1645.0,3.0,117.0,3
3084,Hebbal,2600.0,3.0,199.0,3
3085,Hebbal,1345.0,2.0,97.0,2
3087,Hebbal,985.0,2.0,62.0,2
3088,Hebbal,1320.0,2.0,91.0,2
3089,Hebbal,2388.0,3.0,195.0,3
3090,Hebbal,1040.0,2.0,55.0,2
3092,Hebbal,2600.0,3.0,195.0,3
3093,Hebbal,1075.0,2.0,52.0,2
3096,Hebbal,3895.0,3.0,390.0,3
3097,Hebbal,1645.0,3.0,113.0,3
3099,Hebbal,1420.0,2.0,99.39,2
3101,Hebbal,3520.0,5.0,320.0,3
3102,Hebbal,1162.0,2.0,69.0,2
3103,Hebbal,1100.0,2.0,60.0,2
3104,Hebbal,4235.0,5.0,364.0,4
3105,Hebbal,1299.0,2.0,97.0,2
3107,Hebbal,2470.0,5.0,192.0,4
3108,Hebbal,1645.0,3.0,117.0,3
3109,Hebbal,1920.0,3.0,134.0,3
3110,Hebbal,3520.0,5.0,240.0,3
3111,Hebbal,1920.0,3.0,150.0,3
3112,Hebbal,2375.0,4.0,189.0,4
3113,Hebbal,1420.0,2.0,99.26,2
3114,Hebbal,1252.0,2.0,92.0,2
3116,Hebbal,1162.0,2.0,59.0,2
3117,Hebbal,1294.0,2.0,115.0,2
3118,Hebbal,4225.0,6.0,359.0,4
3119,Hebbal,1150.0,2.0,57.0,2
3120,Hebbal,1740.0,2.0,137.0,3
3122,Hebbal,3895.0,3.0,390.0,3
3123,Hebbal,1662.0,3.0,155.0,3
3124,Hebbal,2250.0,3.0,219.0,3
3125,Hebbal,1349.0,2.0,98.0,2
3126,Hebbal,4000.0,6.0,370.0,4
3127,Hebbal,1349.0,2.0,96.8,2
3128,Hebbal Kempapura,1700.0,3.0,155.0,3
3129,Hebbal Kempapura,1800.0,3.0,175.0,3
3130,Hebbal Kempapura,2900.0,4.0,300.0,3
3131,Hebbal Kempapura,3522.0,3.0,380.0,3
3132,Hebbal Kempapura,2280.0,5.0,200.0,5
3133,Hebbal Kempapura,1200.0,2.0,125.0,2
3134,Hebbal Kempapura,2900.0,4.0,240.0,3
3136,Hebbal Kempapura,1300.0,2.0,102.0,2
3137,Hebbal Kempapura,1466.0,2.0,140.0,3
3139,Hebbal Kempapura,1725.0,2.0,165.0,3
3140,Hebbal Kempapura,1200.0,3.0,125.0,3
3141,Hebbal Kempapura,3408.0,3.0,260.0,3
3142,Hebbal Kempapura,1485.0,3.0,132.0,2
3143,Hebbal Kempapura,1400.0,2.0,108.0,2
3144,Hebbal Kempapura,1800.0,3.0,150.0,3
3145,Hebbal Kempapura,2400.0,5.0,200.0,5
3146,Hebbal Kempapura,2800.0,5.0,220.0,5
3147,Hebbal Kempapura,1785.0,3.0,165.0,3
3148,Hebbal Kempapura,3729.0,4.0,384.0,4
3149,Hebbal Kempapura,1200.0,3.0,148.0,4
3150,Hebbal Kempapura,1600.0,3.0,170.0,3
3151,Hebbal Kempapura,1730.0,3.0,175.0,3
3153,Hegde Nagar,1569.0,3.0,101.0,3
3154,Hegde Nagar,3000.0,7.0,210.0,6
3155,Hegde Nagar,2026.0,3.0,132.0,3
3156,Hegde Nagar,1801.0,3.0,115.0,3
3157,Hegde Nagar,1050.0,1.0,56.0,2
3158,Hegde Nagar,1341.0,2.0,97.0,2
3159,Hegde Nagar,2112.95,4.0,145.0,3
3160,Hegde Nagar,1200.0,4.0,83.0,4
3161,Hegde Nagar,1703.0,3.0,113.0,3
3162,Hegde Nagar,1570.0,3.0,105.0,3
3163,Hegde Nagar,1801.0,3.0,140.0,3
3164,Hegde Nagar,1584.01,3.0,103.0,3
3165,Hegde Nagar,1965.0,4.0,125.0,3
3166,Hegde Nagar,1200.0,2.0,75.0,2
3167,Hegde Nagar,1847.0,3.0,135.0,3
3168,Hegde Nagar,1965.0,4.0,132.0,3
3169,Hegde Nagar,1703.0,3.0,125.0,3
3170,Hegde Nagar,1847.0,3.0,125.0,3
3171,Hegde Nagar,2144.6,4.0,145.0,3
3172,Hegde Nagar,1718.0,3.0,119.0,3
3173,Hegde Nagar,1847.0,3.0,123.0,3
3174,Hegde Nagar,1340.0,2.0,72.0,2
3175,Hegde Nagar,2087.01,3.0,115.0,3
3176,Hegde Nagar,1703.0,3.0,130.0,3
3177,Hegde Nagar,2087.01,4.0,135.0,3
3178,Hegde Nagar,1718.0,3.0,130.0,3
3179,Hegde Nagar,1884.0,4.0,118.0,3
3180,Hegde Nagar,1930.0,4.0,122.0,3
3181,Hegde Nagar,1835.0,2.0,92.0,3
3182,Hegde Nagar,1584.01,3.0,104.0,3
3183,Hegde Nagar,1500.0,3.0,135.0,3
3184,Hegde Nagar,1168.0,2.0,68.0,3
3185,Hegde Nagar,2162.03,4.0,129.0,3
3186,Hegde Nagar,2087.01,4.0,160.0,3
3187,Hegde Nagar,1000.0,2.0,66.0,2
3188,Hegde Nagar,1348.0,2.0,80.5,3
3189,Hennur,1075.0,2.0,52.0,2
3190,Hennur,1255.0,2.0,52.32,2
3191,Hennur,1225.0,2.0,57.0,2
3192,Hennur,1255.0,2.0,57.5,2
3193,Hennur,1259.0,2.0,57.0,2
3194,Hennur,1255.0,2.0,53.5,2
3195,Hennur,1285.0,2.0,60.0,2
3196,Hennur,1285.0,2.0,60.0,2
3197,Hennur,1100.0,2.0,60.0,2
3198,Hennur,1231.0,2.0,48.0,2
3199,Hennur,1255.0,2.0,58.0,2
3200,Hennur,1040.0,2.0,42.12,2
3201,Hennur,1255.0,2.0,54.5,2
3202,Hennur,1041.0,2.0,40.6,2
3204,Hennur,1255.0,2.0,55.5,2
3206,Hennur,1231.0,2.0,50.0,2
3207,Hennur,2500.0,5.0,125.0,5
3208,Hennur,1160.0,2.0,49.0,2
3209,Hennur,2400.0,3.0,135.0,3
3210,Hennur,1255.0,2.0,53.5,2
3211,Hennur,1255.0,2.0,55.5,2
3212,Hennur,1100.0,2.0,44.55,2
3213,Hennur,1255.0,2.0,57.5,2
3214,Hennur,960.0,2.0,48.0,2
3215,Hennur,1020.0,2.0,48.0,2
3216,Hennur,1255.0,2.0,52.32,2
3217,Hennur,1295.0,2.0,64.0,2
3218,Hennur,1935.0,3.0,102.0,3
3220,Hennur,1345.0,2.0,69.0,3
3221,Hennur,1255.0,2.0,58.0,2
3222,Hennur,1420.0,2.0,62.0,2
3223,Hennur,1155.0,2.0,54.5,2
3224,Hennur,1255.0,2.0,52.32,2
3225,Hennur,1255.0,2.0,52.35,2
3228,Hennur,1255.0,2.0,54.5,2
3229,Hennur,1830.0,2.0,113.0,3
3230,Hennur,1830.5,3.0,84.205,3
3231,Hennur,1255.0,2.0,55.5,2
3232,Hennur,1255.0,2.0,53.57,2
3233,Hennur,1255.0,2.0,56.5,2
3234,Hennur,1050.0,2.0,42.73,2
3235,Hennur,1295.0,2.0,62.0,2
3236,Hennur Road,2089.0,3.0,140.0,3
3237,Hennur Road,3203.5,2.0,224.5,4
3238,Hennur Road,276.0,3.0,23.0,2
3239,Hennur Road,5000.0,8.0,250.0,8
3240,Hennur Road,1385.0,2.0,83.09,2
3241,Hennur Road,1317.5,2.0,63.77,2
3243,Hennur Road,2264.0,3.0,159.0,3
3244,Hennur Road,1157.0,2.0,84.0,2
3245,Hennur Road,1904.0,3.0,120.0,3
3246,Hennur Road,1891.0,3.0,109.0,3
3247,Hennur Road,1561.0,3.0,95.0,3
3249,Hennur Road,2060.0,3.0,149.0,3
3250,Hennur Road,1482.0,2.0,92.0,3
3251,Hennur Road,1232.0,2.0,89.0,2
3252,Hennur Road,1065.0,2.0,42.6,2
3254,Hennur Road,1482.0,2.0,87.0,3
3255,Hennur Road,1891.0,3.0,139.0,3
3256,Hennur Road,1703.0,3.0,101.0,3
3257,Hennur Road,1232.0,2.0,69.61,2
3258,Hennur Road,987.0,2.0,49.0,2
3260,Hennur Road,2160.0,3.0,160.0,3
3262,Hennur Road,1680.0,3.0,99.27,3
3263,Hennur Road,1065.0,2.0,42.6,2
3264,Hennur Road,1385.0,2.0,83.09,2
3266,Hennur Road,2350.0,3.0,174.0,3
3267,Hennur Road,1586.0,3.0,93.94,3
3268,Hennur Road,1975.0,3.0,123.0,3
3270,Hennur Road,1290.0,2.0,94.5,3
3271,Hennur Road,901.0,2.0,49.5,2
3272,Hennur Road,1445.0,3.0,86.56,3
3273,Hennur Road,1482.0,2.0,97.0,3
3274,Hennur Road,1182.0,2.0,82.5,2
3276,Hennur Road,1036.0,2.0,59.46,2
3277,Hennur Road,1891.0,3.0,109.0,3
3278,Hennur Road,1232.0,2.0,69.61,2
3280,Hennur Road,2320.0,3.0,170.0,3
3281,Hennur Road,1936.0,3.0,118.0,3
3282,Hennur Road,1480.0,2.0,65.0,2
3283,Hennur Road,1590.0,3.0,96.5,3
3284,Hennur Road,1445.0,2.0,105.0,3
3285,Hennur Road,1036.0,2.0,59.45,2
3286,Hennur Road,1832.0,3.0,125.0,3
3287,Hennur Road,1359.0,2.0,104.0,2
3288,Hennur Road,1341.0,2.0,75.76,2
3289,Hennur Road,1040.0,2.0,50.0,2
3291,Hennur Road,1414.0,2.0,84.18,2
3292,Hennur Road,1949.0,3.0,133.0,3
3293,Hennur Road,1232.0,2.0,89.0,2
3294,Hennur Road,1250.0,2.0,77.88,3
3295,Hennur Road,2502.0,4.0,180.0,4
3296,Hennur Road,1831.0,3.0,110.0,3
3297,Hennur Road,1232.0,2.0,87.0,2
3298,Hennur Road,1232.0,2.0,74.0,2
3299,Hennur Road,1232.0,2.0,66.0,2
3300,Hennur Road,1341.0,2.0,95.0,2
3302,Hennur Road,1232.0,2.0,88.0,2
3303,Hennur Road,2365.0,4.0,175.0,3
3304,Hennur Road,1310.0,2.0,66.0,2
3306,Hennur Road,1015.0,2.0,50.0,2
3308,Hennur Road,2264.0,3.0,168.0,3
3309,Hennur Road,2002.0,3.0,120.0,3
3310,Hennur Road,1232.0,2.0,69.6,2
3311,Hennur Road,1195.0,2.0,73.0,2
3312,Hennur Road,1020.0,2.0,47.0,2
3313,Hennur Road,5100.0,6.0,375.0,5
3314,Hennur Road,1061.0,2.0,54.92,2
3316,Hennur Road,1020.0,2.0,45.0,2
3317,Hennur Road,2041.0,3.0,128.0,3
3318,Hennur Road,1232.0,2.0,87.0,2
3319,Hennur Road,1066.0,2.0,52.23,2
3320,Hennur Road,973.0,2.0,56.0,2
3321,Hennur Road,1255.0,2.0,84.0,2
3322,Hennur Road,1232.0,2.0,83.0,2
3323,Hennur Road,1832.0,3.0,116.0,3
3324,Hennur Road,2050.0,3.0,120.0,3
3325,Hennur Road,1445.0,2.0,86.69,3
3326,Hennur Road,1445.0,2.0,83.0,3
3329,Hennur Road,1654.0,3.0,97.8,3
3330,Hennur Road,1480.0,3.0,100.0,3
3331,Hennur Road,1450.0,3.0,88.6,3
3332,Hennur Road,1155.0,2.0,69.18,2
3333,Hennur Road,1053.0,2.0,53.0,2
3334,Hennur Road,1195.0,2.0,59.0,2
3335,Hennur Road,1904.0,3.0,129.0,3
3336,Hennur Road,1981.0,3.0,134.0,3
3337,Hennur Road,1155.0,2.0,69.18,2
3339,Hennur Road,1590.0,3.0,105.0,3
3340,Hennur Road,2041.0,3.0,138.0,3
3341,Hennur Road,1100.0,2.0,78.0,3
3342,Hennur Road,1880.0,4.0,154.0,4
3343,Hennur Road,1232.0,2.0,69.61,2
3344,Hennur Road,1748.0,3.0,103.0,3
3345,Hennur Road,1460.0,2.0,80.3,2
3347,Hennur Road,1933.0,3.0,140.0,3
3348,Hennur Road,1030.0,2.0,46.5,2
3349,Hennur Road,1232.0,2.0,69.61,2
3351,Hennur Road,1445.0,2.0,89.56,3
3352,Hennur Road,973.0,2.0,50.74,2
3354,Hennur Road,1305.0,2.0,77.0,3
3356,Hennur Road,1165.0,2.0,67.0,2
3357,Hennur Road,980.0,2.0,51.0,2
3358,Hennur Road,1232.0,2.0,80.0,2
3359,Hennur Road,1085.0,2.0,43.4,2
3360,Hennur Road,950.0,2.0,55.0,2
3361,Hennur Road,1140.0,2.0,56.0,2
3362,Hennur Road,1891.0,3.0,110.0,3
3365,Hennur Road,1165.0,2.0,52.0,2
